Name,Nickname,Weight Class,Record,Knockouts,Submissions,First Round Finishes,,,,,,,,,,,,,,,,,,,,,,,,,,
Mark Madsen,"""The Olympian""",Lightweight Division,12-1-0 (W-L-D),3,3,6,,,,,,,,,,,,,,,,,,,,,,,,,,
Leonardo Mafra,"""Macarrão""",Lightweight Division,12-3-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Bernardo Magalhaes,"""Trekko""",Lightweight Division,11-3-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Caio Magalhaes,"""Hellboy""",Middleweight Division,9-3-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Vinny Magalhaes,"""Pezao""",Light Heavyweight Division,11-7-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Angela Magana,"""Your Majesty""",Women's Strawweight Division,11-9-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Neil Magny,"""The Haitian Sensation""",Welterweight Division,27-11-0 (W-L-D),7,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Ruslan Magomedov,"""Leopard""",Heavyweight Division,14-1-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Rashid Magomedov,"""Goretz""",Lightweight Division,20-2-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Abus Magomedov,None,Middleweight Division,25-4-1 (W-L-D),14,6,15,,,,,,,,,,,,,,,,,,,,,,,,,,
Shara Magomedov,None,Middleweight Division,0-0-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Zabit Magomedsharipov,None,Featherweight Division,18-1-0 (W-L-D),6,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,
John Maguire,"""The One""",Lightweight Division,18-6-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Maheshate,None,Lightweight Division,9-2-0 (W-L-D),4,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,
Bill Mahood,"""The Butcher""",Light Heavyweight Division,12-3-1 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Nayara Maia,None,Women's Flyweight Division,0-1-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Demian Maia,None,Welterweight Division,28-11-0 (W-L-D),3,14,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Jennifer Maia,None,Women's Flyweight Division,20-9-1 (W-L-D),4,5,6,,,,,,,,,,,,,,,,,,,,,,,,,,
Roshan Mainam,None,Featherweight Division,0-0-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Levan Makashvili,"""The Hornet""",Featherweight Division,10-2-1 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
John Makdessi,"""The Bull""",Lightweight Division,18-8-0 (W-L-D),9,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,
Islam Makhachev,None,Lightweight Division,23-1-0 (W-L-D),4,11,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Bilyal Makhov,None,None,None,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Zach Makovsky,"""Fun Size""",Flyweight Division,19-8-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Fabio Maldonado,"""Caipira de Aco""",Light Heavyweight Division,22-9-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Bea Malecki,None,Women's Bantamweight Division,4-1-0 (W-L-D),1,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Nazareno Malegarie,"""El Tigre""",Lightweight Division,28-5-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Jacob Malkoun,"""Mamba""",Middleweight Division,7-2-0 (W-L-D),2,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,
Mike Malott,"""Proper""",Welterweight Division,8-1-1 (W-L-D),4,4,8,,,,,,,,,,,,,,,,,,,,,,,,,,
Troy Mandaloniz,"""Rude Boy""",Welterweight Division,3-2-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Nate Maness,"""Mayhem""",Flyweight Division,14-3-0 (W-L-D),5,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,
Gary Mangat,None,Flyweight Division,0-0-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Jon Manley,None,Welterweight Division,7-3-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Marnic Mann,"""The Sawed-Off Savage""",Women's Flyweight Division,0-1-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Jimi Manuwa,"""Poster Boy""",Light Heavyweight Division,17-6-0 (W-L-D),15,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,
William Marcario,"""Patolino""",None,None,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Cristiano Marcello,None,Lightweight Division,13-6-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Daniel Marcos,"""Soncora""",Bantamweight Division,14-0-0 (W-L-D),7,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,
Jose Maria,"""No Chance""",Flyweight Division,33-5-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Enrique Marin,"""Wasabi""",Welterweight Division,9-4-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Ronny Markes,None,Middleweight Division,14-3-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Rory Markham,None,Welterweight Division,16-6-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Randa Markos,"""Quiet Storm""",Women's Strawweight Division,11-12-1 (W-L-D),0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Christina Marks,None,Women's Flyweight Division,8-9-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Nate Marquardt,"""The Great""",Middleweight Division,38-19-2 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Danilo Marques,None,Light Heavyweight Division,11-4-0 (W-L-D),4,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Julian Marquez,"""The Cuban Missile Crisis""",Middleweight Division,9-3-0 (W-L-D),6,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,
Carmelo Marrero,"""The Fury""",Light Heavyweight Division,10-2-1 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Cesar Marscucci,None,Lightweight Division,0-0-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
John Marsh,"""The Bull""",Heavyweight Division,12-4-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Eliot Marshall,"""The Fire""",Light Heavyweight Division,11-5-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Doug Marshall,"""The Rhino""",Light Heavyweight Division,7-2-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Francis Marshall,"""Fire""",Featherweight Division,7-0-0 (W-L-D),0,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,
Jack Marshman,"""The Hammer""",Middleweight Division,23-10-0 (W-L-D),13,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Mallory Martin,None,Women's Strawweight Division,7-5-0 (W-L-D),2,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Anthony Rocco Martin,None,Welterweight Division,17-6-0 (W-L-D),1,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Justin Martin,None,None,None,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Terry Martin,None,Middleweight Division,18-4-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Eric Martin,None,Heavyweight Division,1-0-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Michal Martinek,"""Blackbeard""",Heavyweight Division,0-0-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Henry Martinez,"""Sicario""",Lightweight Division,9-3-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Melissa Martinez,"""Super Mely""",Women's Strawweight Division,7-1-0 (W-L-D),5,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,
Victor Martinez,None,Lightweight Division,1-0-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Danny Martinez,"""The Gremlin""",Flyweight Division,18-7-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Rainy Martinez,None,Lightweight Division,0-0-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Roque Martinez,None,Heavyweight Division,15-8-2 (W-L-D),8,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Mana Martinez,"""ManaBoi""",Bantamweight Division,10-3-0 (W-L-D),8,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Jonathan Martinez,"""Dragon""",Bantamweight Division,16-4-0 (W-L-D),8,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Lucas Martins,"""Mineiro""",Featherweight Division,16-3-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Adriano Martins,None,Lightweight Division,28-9-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Bristol Marunde,None,Welterweight Division,12-9-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Mike Massenzio,"""The Master of Disaster""",Middleweight Division,13-7-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Tiffany Masters,"""Rainbow Renegade""",Women's Strawweight Division,2-1-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Jorge Masvidal,"""Gamebred""",Welterweight Division,35-16-0 (W-L-D),16,2,8,,,,,,,,,,,,,,,,,,,,,,,,,,
Darius Mata-Varona,"""The Destroyer""",None,None,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Al Matavao,None,Light Heavyweight Division,0-1-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Michal Materla,None,None,None,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Tateki Matsuda,"""Tech""",Flyweight Division,10-7-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Koyomi Matsushima,None,Featherweight Division,1-1-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Connor Matthews,None,Featherweight Division,0-1-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Jake Matthews,"""The Celtic Kid""",Welterweight Division,18-6-0 (W-L-D),6,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,
John Matua,None,,0-0-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Francesco Maturi,None,,0-0-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Vladimir Matyushenko,"""The Janitor""",Light Heavyweight Division,26-7-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Miranda Maverick,"""Fear The""",Women's Flyweight Division,13-4-0 (W-L-D),1,7,6,,,,,,,,,,,,,,,,,,,,,,,,,,
Nick Maximov,None,Middleweight Division,8-2-0 (W-L-D),2,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,
Jack May,"""The Outlaw""",Heavyweight Division,7-2-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Don'Tale Mayes,"""King Kong""",Heavyweight Division,10-4-0 (W-L-D),6,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,
Gray Maynard,None,Featherweight Division,14-8-1 (W-L-D),2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Gina Mazany,"""Danger""",Women's Flyweight Division,7-6-0 (W-L-D),4,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,
Sabina Mazo,"""Colombian Queen""",Women's Flyweight Division,9-4-0 (W-L-D),2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,
Scott McAfee,"""The Alaskan Hammer""",Lightweight Division,6-0-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Michael McBride,None,Lightweight Division,8-3-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Ian McCall,"""Uncle Creepy""",Flyweight Division,13-5-1 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Molly McCann,"""Meatball""",Women's Flyweight Division,13-5-0 (W-L-D),6,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,
Charles McCarthy,"""Chainsaw""",Middleweight Division,10-5-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Sean McCorkle,"""Big Sexy""",Heavyweight Division,10-2-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Kris McCray,"""Savage""",Welterweight Division,6-3-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Tamdan McCrory,"""The Barn Cat""",Middleweight Division,14-5-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Justin McCully,"""The Nsane1""",Heavyweight Division,9-5-2 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Bubba McDaniel,"""The Menace""",Middleweight Division,21-8-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Michael McDonald,"""Mayday""",Bantamweight Division,17-4-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Drew McFedries,"""The Massacre""",Middleweight Division,8-6-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Court McGee,"""The Crusher""",Welterweight Division,22-11-0 (W-L-D),5,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Gan McGee,"""The Giant""",Heavyweight Division,12-2-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Ryan McGilivray,"""The Kid""",Welterweight Division,11-5-1 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Jack McGlaughlin,None,,0-0-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Conor McGregor,"""The Notorious""",Lightweight Division,22-6-0 (W-L-D),19,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Andrew McInnes,None,None,None,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Antonio McKee,None,Lightweight Division,25-4-2 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Rhys McKee,"""Skeletor""",Welterweight Division,10-4-0 (W-L-D),7,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Cory McKenna,"""Poppins""",Women's Strawweight Division,8-2-0 (W-L-D),2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,
Cody McKenzie,None,Lightweight Division,14-4-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Tim McKenzie,"""Wrecking Machine""",Middleweight Division,12-6-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Terrance McKinney,"""T. Wrecks""",Lightweight Division,13-5-0 (W-L-D),5,8,12,,,,,,,,,,,,,,,,,,,,,,,,,,
Garreth McLellan,"""Soldierboy""",Middleweight Division,13-6-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Sara McMann,None,Women's Bantamweight Division,13-6-0 (W-L-D),2,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,
James McSweeney,"""The Hammer""",Light Heavyweight Division,13-7-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Tim Means,"""The Dirty Bird""",Welterweight Division,32-14-1 (W-L-D),19,5,4,,,,,,,,,,,,,,,,,,,,,,,,,,
Yancy Medeiros,None,Lightweight Division,15-8-0 (W-L-D),8,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Anistavio Medeiros,"""Gasparzinho""",Featherweight Division,15-8-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Uroš Medić,"""The Doctor""",Lightweight Division,8-1-0 (W-L-D),6,2,6,,,,,,,,,,,,,,,,,,,,,,,,,,
Todd Medina,None,,0-0-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Emil Meek,"""Valhalla""",Welterweight Division,9-5-1 (W-L-D),7,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Alton Meeks,"""Murda""",Heavyweight Division,3-0-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Gerald Meerschaert,"""GM3""",Middleweight Division,35-15-0 (W-L-D),6,27,15,,,,,,,,,,,,,,,,,,,,,,,,,,
Jordan Mein,"""Young Gun""",Welterweight Division,30-12-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Brian Melancon,None,Welterweight Division,7-3-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Brandon Melendez,"""The Murderer""",Lightweight Division,11-5-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Gilbert Melendez,"""El Niño""",Lightweight Division,22-8-0 (W-L-D),12,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Marcello Mello,None,Lightweight Division,0-0-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Vanessa Melo,None,Women's Bantamweight Division,11-8-0 (W-L-D),0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Augusto Mendes,"""Tanquinho""",Bantamweight Division,6-2-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Antonio Mendes,"""Samuray""",Light Heavyweight Division,14-4-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Chad Mendes,"""Money""",Featherweight Division,18-5-0 (W-L-D),8,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,
Eddie Mendez,None,Middleweight Division,0-0-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Mateus Mendonça,"""Bocao""",Bantamweight Division,10-1-0 (W-L-D),3,4,7,,,,,,,,,,,,,,,,,,,,,,,,,,
Pietro Menga,"""The Italian Stallion""",Flyweight Division,13-0-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Alonzo Menifield,"""Atomic""",Light Heavyweight Division,13-3-0 (W-L-D),10,2,10,,,,,,,,,,,,,,,,,,,,,,,,,,
Ivan Menjivar,"""The Pride of El Salvador""",Featherweight Division,25-12-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Dave Menne,"""The Warrior""",Welterweight Division,35-6-1 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Joe Merritt,"""Joey Slash""",Welterweight Division,7-1-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Jonathan Meunier,"""The French Spider""",Welterweight Division,8-1-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Yaotzin Meza,None,Featherweight Division,21-11-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Guy Mezger,None,Middleweight Division,44-13-6 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Andreas Michailidis,"""The Spartan""",Welterweight Division,13-6-0 (W-L-D),7,4,9,,,,,,,,,,,,,,,,,,,,,,,,,,
David Michaud,"""BullDawg""",Lightweight Division,8-1-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Christophe Midoux,"""The French Hurricane""",Heavyweight Division,9-5-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Keith Mielke,None,,0-0-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Bojan Mihajlovic,None,Heavyweight Division,10-5-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Billy Miles,"""The Kid""",Welterweight Division,2-2-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Pat Miletich,"""The Croatian Sensation""",Middleweight Division,27-5-2 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Curtis Millender,"""Curtious""",Welterweight Division,17-5-0 (W-L-D),6,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Juliana Miller,"""Killer""",Women's Flyweight Division,4-1-0 (W-L-D),0,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,
Mo Miller,None,Bantamweight Division,1-0-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Dan Miller,None,Middleweight Division,14-8-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Cole Miller,"""Magrinho""",Featherweight Division,21-11-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Jason Miller,"""Mayhem""",Welterweight Division,24-10-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Phillip Miller,None,Middleweight Division,15-0-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Jim Miller,"""A-10""",Welterweight Division,35-16-0 (W-L-D),6,19,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Che Mills,"""Beautiful""",Welterweight Division,15-6-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Adam Milstead,"""The Prototype""",Light Heavyweight Division,8-3-0 (W-L-D),6,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Alberto Mina,"""Soldier of God""",Welterweight Division,13-1-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Zhang Mingyang,None,Light Heavyweight Division,1-0-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Darrick Minner,None,Featherweight Division,26-14-0 (W-L-D),1,22,21,,,,,,,,,,,,,,,,,,,,,,,,,,
Ikuhisa Minowa,None,Middleweight Division,0-0-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Carlton Minus,"""Clutch""",Welterweight Division,10-3-0 (W-L-D),6,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Stipe Miocic,None,Heavyweight Division,20-4-0 (W-L-D),15,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Frank Mir,None,Heavyweight Division,18-11-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Vitor Miranda,"""Lex Luthor""",Middleweight Division,13-7-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Mario Miranda,None,Middleweight Division,12-3-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Gabriel Miranda,"""Fly""",Lightweight Division,16-6-0 (W-L-D),0,15,14,,,,,,,,,,,,,,,,,,,,,,,,,,
Kazuo Misaki,"""Hitman""",Welterweight Division,0-0-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Toby Misech,"""2Quick""",Featherweight Division,10-5-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Dokonjonosuke Mishima,None,Lightweight Division,17-6-2 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Maurice Mitchell,None,Featherweight Division,11-2-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Danny Mitchell,"""The Cheesecake Assassin""",Welterweight Division,14-6-1 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Felix Lee Mitchell,None,,0-0-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Bryce Mitchell,"""Thug Nasty""",Featherweight Division,15-2-0 (W-L-D),0,9,8,,,,,,,,,,,,,,,,,,,,,,,,,,
Roman Mitichyan,"""The Emperor""",Welterweight Division,9-2-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Matt Mitrione,None,Heavyweight Division,9-5-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Eiji Mitsuoka,None,Featherweight Division,18-9-2 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Takeya Mizugaki,None,Bantamweight Division,21-11-2 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Roxanne Modafferi,"""The Happy Warrior""",Women's Flyweight Division,25-21-0 (W-L-D),4,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Bobby Moffett,"""The Wolfman""",Featherweight Division,12-5-0 (W-L-D),1,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Nate Mohr,None,Lightweight Division,8-6-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Renato Moicano,None,Lightweight Division,17-5-1 (W-L-D),0,10,4,,,,,,,,,,,,,,,,,,,,,,,,,,
Thiago Moises,None,Lightweight Division,17-6-0 (W-L-D),3,7,4,,,,,,,,,,,,,,,,,,,,,,,,,,
Muhammad Mokaev,"""The Punisher""",Flyweight Division,9-0-0 (W-L-D),2,5,3,,,,,,,,,,,,,,,,,,,,,,,,,,
Suman Mokhtarian,None,Featherweight Division,8-2-0 (W-L-D),1,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Ashkan Mokhtarian,"""The Assassin""",Flyweight Division,13-3-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Jeffrey Molina,"""El Jefe""",Flyweight Division,11-2-0 (W-L-D),4,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Rudyard Moncayo,None,,0-0-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Jeff Monson,"""The Snowman""",Heavyweight Division,24-5-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Darrell Montague,"""Mongoose""",Flyweight Division,13-5-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Nicco Montano,None,Women's Bantamweight Division,5-3-0 (W-L-D),2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Augusto Montano,"""Dodger""",Welterweight Division,15-3-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Erick Montano,"""Perry""",Welterweight Division,8-5-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Alberto Montes,None,Bantamweight Division,0-0-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Steve Montgomery,"""The Creepy Weasel""",Middleweight Division,8-4-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
James Moontasri,"""Moon Walker""",Welterweight Division,9-5-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Taylor Moore,None,Bantamweight Division,0-1-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Homer Moore,"""The Rock""",Light Heavyweight Division,17-2-0 (W-L-D),0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Sheymon Moraes,None,Featherweight Division,11-4-0 (W-L-D),5,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
